SEP=;;;;elev agl (ft);lgt type;lgt hr;elev agl (m)
EFINOB 22007;Wind turbine;61.63018072;21.37455845;394;F R;HN;120
EFINOB 22027;Wind turbine;59.96458276;19.94974423;329;F R;HN;100
EFINOB 22028;Wind turbine;59.96728022;19.9543228;329;F R;HN;100
EFINOB 22029;Wind turbine;59.96489279;19.95808697;329;F R;HN;100
EFINOB 22030;Wind turbine;59.95880566;19.95418164;329;F R;HN;100
EFINOB 22031;Wind turbine;59.96214595;19.96778129;329;F R;HN;100
EFINOB 22081;Wind turbine;59.94928027;22.33780904;329;F R;HN;100
EFINOB 22083;Wind turbine;59.94483956;22.33605041;329;F R;HN;100
EFINOB 22084;Wind turbine;59.94911082;22.34574793;329;F R;HN;100
EFINOB 22811;Wind turbine;65.55283157;25.12249133;391;F R;HN;119
EFINOB 24539;Wind turbine;61.6372169;21.3948093;445;FLG R;HN;136
EFINOB 24760;Wind turbine;61.63669949;21.4031275;493;FLG R;HN;150
EFINOB 24883;Wind turbine;65.00824422;25.19330536;493;FLG R;HN;150
EFINOB 24884;Wind turbine;65.00826641;25.20082895;493;FLG R;HN;150
EFINOB 25025;Wind turbine;59.96495773;19.96849215;329;F R;HN;100
EFINOB 25680;Wind turbine;65.65944159;24.53120012;509;FLG W;H24;155
EFINOB 26271;Wind turbine;65.75480244;24.17334709;525;FLG R;HN;160
EFINOB 26272;Wind turbine;65.75583239;24.18396312;525;FLG R;HN;160
EFINOB 26273;Wind turbine;65.76147042;24.19418598;525;FLG R;HN;160
EFINOB 26274;Wind turbine;65.76227438;24.15112578;525;FLG R;HN;160
EFINOB 26275;Wind turbine;65.76647319;24.14506289;525;FLG R;HN;160
EFINOB 26276;Wind turbine;65.75055549;24.17052155;525;FLG R;HN;160
EFINOB 26277;Wind turbine;65.74727078;24.17825004;525;FLG R;HN;160
EFINOB 26307;Wind turbine;65.41054116;25.25962871;335;F R;HN;102
EFINOB 27854;Wind turbine;60.54207593;27.10777965;493;F R;HN;150
EFINOB 27855;Wind turbine;60.53274005;27.13143938;493;F R;HN;150
EFINOB 27857;Wind turbine;60.53005733;27.12374035;493;F R;HN;150
EFINOB 27910;Wind turbine;65.75936471;24.16722163;525;FLG R;HN;160
EFINOB 27922;Wind turbine;64.63931573;24.39970084;493;FLG R;HN;150
EFINOB 27923;Wind turbine;64.64333338;24.39678427;493;FLG R;HN;150
EFINOB 27924;Wind turbine;64.64704315;24.398298;493;FLG R;HN;150
EFINOB 27925;Wind turbine;64.65032601;24.40078223;493;FLG R;HN;150
EFINOB 28193;Wind turbine;62.36506907;22.74384357;332;F R;HN;101
EFINOB 28286;Wind turbine;62.32745408;22.67668236;332;F R;HN;101
EFINOB 28468;Wind turbine;61.62429564;21.35272619;427;FLG R;HN;130
EFINOB 29264;Wind turbine;63.05640908;21.55193807;604;FLG W;H24;184
EFINOB 29438;Wind turbine;65.48658578;25.36920929;640;FLG W;H24;195
EFINOB 29439;Wind turbine;65.48233769;25.3655968;640;FLG W;H24;195
EFINOB 29440;Wind turbine;65.47749568;25.36550871;640;FLG W;H24;195
EFINOB 29441;Wind turbine;65.47562569;25.37720537;640;FLG W;H24;195
EFINOB 29442;Wind turbine;65.47709418;25.38998097;640;FLG W;H24;195
EFINOB 29443;Wind turbine;65.48991371;25.37387014;640;FLG W;H24;195
EFINOB 29444;Wind turbine;65.47808031;25.40662263;640;FLG W;H24;195
EFINOB 29445;Wind turbine;65.48586814;25.40130459;640;FLG W;H24;195
EFINOB 29483;Wind turbine;65.65490611;25.00507228;640;FLG W;H24;195
EFINOB 29484;Wind turbine;65.65802013;25.01525093;640;FLG W;H24;195
EFINOB 29485;Wind turbine;65.65973618;25.00312344;640;FLG W;H24;195
EFINOB 29486;Wind turbine;65.61320715;25.09193483;640;FLG W;H24;195
EFINOB 29487;Wind turbine;65.61302681;25.1052459;640;FLG W;H24;195
EFINOB 29488;Wind turbine;65.61286908;25.11746051;640;FLG W;H24;195
EFINOB 29741;Wind turbine;64.22670991;23.7103031;545;FLG W;H24;166
EFINOB 29760;Wind turbine;60.5511733;27.07964253;493;FLG R;H24;150
EFINOB 29761;Wind turbine;60.54837845;27.07900717;493;FLG R;H24;150
EFINOB 29762;Wind turbine;60.5453522;27.08172208;493;FLG R;H24;150
EFINOB 29786;Wind turbine;61.2172619;22.77905878;411;F R;HN;125
EFINOB 29787;Wind turbine;61.21585009;22.77891362;411;F R;HN;125
EFINOB 29946;Wind turbine;64.33050229;24.38454735;624;F R;HN;190
EFINOB 29947;Wind turbine;64.33771517;24.38227717;624;F R;HN;190
EFINOB 29949;Wind turbine;64.3342401;24.39701869;624;F R;HN;190
EFINOB 29951;Wind turbine;64.34185309;24.39066224;624;F R;HN;190
EFINOB 30315;Wind turbine;60.42970509;26.88600934;476;FLG R;HN;145
EFINOB 30461;Wind turbine;66.15225987;24.87826544;657;FLG W;H24;200
EFINOB 30462;Wind turbine;66.14571658;24.87967255;657;FLG W;H24;200
EFINOB 30463;Wind turbine;66.1454682;24.86921063;657;FLG W;H24;200
EFINOB 30464;Wind turbine;66.14974377;24.85440381;657;FLG W;H24;200
EFINOB 30465;Wind turbine;66.14853204;24.91598179;657;FLG W;H24;200
EFINOB 30466;Wind turbine;66.14178573;24.89765084;657;FLG W;H24;200
EFINOB 30467;Wind turbine;66.13689449;24.89922045;657;FLG W;H24;200
EFINOB 30468;Wind turbine;66.1409867;24.90742022;657;FLG W;H24;200
EFINOB 30469;Wind turbine;66.12906558;24.85623796;657;FLG W;H24;200
EFINOB 30470;Wind turbine;66.13209377;24.86618506;657;FLG W;H24;200
EFINOB 30575;Wind turbine;61.97463139;22.28571416;657;FLG W;H24;200
EFINOB 30578;Wind turbine;61.97401735;22.29533438;657;FLG W;H24;200
EFINOB 30579;Wind turbine;61.97071658;22.30057649;657;FLG W;H24;200
EFINOB 30580;Wind turbine;61.96933657;22.29081854;657;FLG W;H24;200
EFINOB 30581;Wind turbine;61.96617446;22.30694243;657;FLG W;H24;200
EFINOB 30582;Wind turbine;61.96377399;22.28602454;657;FLG W;H24;200
EFINOB 30583;Wind turbine;61.96380635;22.29614168;657;FLG W;H24;200
EFINOB 30584;Wind turbine;61.96129996;22.30927083;657;FLG W;H24;200
EFINOB 30585;Wind turbine;61.95904639;22.29939065;657;FLG W;H24;200
EFINOB 30687;Wind turbine;60.54426538;27.07659689;493;FLG R;H24;150
EFINOB 30696;Wind turbine;64.92893784;25.09140341;411;FLG R;HN;125
EFINOB 30705;Wind turbine;60.42648042;26.88459541;558;FLG W;H24;170
EFINOB 30720;Wind turbine;61.10677621;28.39607324;489;FLG R;HN;149
EFINOB 30721;Wind turbine;61.10284962;28.39730713;488;FLG R;HN;149
EFINOB 30722;Wind turbine;61.09184545;28.38210482;505;FLG W;H24;154
EFINOB 30723;Wind turbine;61.09379438;28.39154806;503;FLG W;H24;153
EFINOB 30724;Wind turbine;61.09525164;28.39851069;497;FLG W;H24;151
EFINOB 30725;Wind turbine;61.09760865;28.40764585;497;FLG W;H24;151
EFINOB 30726;Wind turbine;61.1002538;28.41749779;497;FLG W;H24;151
EFINOB 31273;Wind turbine;64.63105606;24.39266434;398;NIL;NIL;121
EFINOB 31274;Wind turbine;64.62812209;24.39551248;398;NIL;NIL;121
EFINOB 31275;Wind turbine;64.6321442;24.38513902;398;NIL;NIL;121
EFINOB 31276;Wind turbine;64.63423039;24.38247341;398;NIL;NIL;121
EFINOB 31277;Wind turbine;64.63731052;24.39037826;398;NIL;NIL;121
EFINOB 31388;Wind turbine;65.52387542;25.31809991;598;FLG W;H24;182
EFINOB 31389;Wind turbine;65.52912636;25.31240363;598;F R;H24;182
EFINOB 31390;Wind turbine;65.52942952;25.3366124;598;F R;H24;182
EFINOB 31400;Wind turbine;65.52428062;25.34732196;598;FLG W;H24;182
EFINOB 31401;Wind turbine;65.53379131;25.3030438;598;FLG W;H24;182
EFINOB 31403;Wind turbine;65.53636722;25.34508503;598;F R;H24;182
EFINOB 31404;Wind turbine;65.54478279;25.36171556;598;FLG W;H24;182
EFINOB 31405;Wind turbine;65.54148645;25.32306922;598;F R;H24;182
EFINOB 31407;Wind turbine;65.55087834;25.32838412;598;F R;H24;182
EFINOB 31419;Wind turbine;65.55703459;25.27903525;598;FLG W;H24;182
EFINOB 31420;Wind turbine;65.55724116;25.33733147;598;F R;H24;182
EFINOB 31423;Wind turbine;65.56017509;25.31075543;598;F R;H24;182
EFINOB 31424;Wind turbine;65.56343686;25.28878097;598;FLG W;H24;182
EFINOB 31425;Wind turbine;65.56437672;25.3472762;598;FLG W;H24;182
EFINOB 31427;Wind turbine;65.54213188;25.30022316;598;F R;H24;182
EFINOB 31458;Wind turbine;64.34482304;24.40034737;568;F R;HN;173
EFINOB 31459;Wind turbine;64.34010572;24.40158812;575;F R;HN;175
EFINOB 31560;Wind turbine;66.14379306;24.03654917;670;FLG W;H24;204
EFINOB 31561;Wind turbine;66.14158301;24.0446857;670;FLG W;H24;204
EFINOB 31562;Wind turbine;66.13691567;24.04416038;670;FLG W;H24;204
EFINOB 31563;Wind turbine;66.13305832;24.05003973;670;FLG W;H24;204
EFINOB 31564;Wind turbine;66.13745411;24.06179997;670;FLG W;H24;204
EFINOB 31565;Wind turbine;66.14476596;24.05781941;670;FLG W;H24;204
EFINOB 31566;Wind turbine;66.15067356;24.0584046;670;FLG W;H24;204
EFINOB 31567;Wind turbine;66.14311708;24.06904219;670;FLG W;H24;204
EFINOB 31568;Wind turbine;65.48896134;25.36230396;670;FLG W;H24;204
EFINOB 31569;Wind turbine;65.49119654;25.35454605;670;FLG W;H24;204
EFINOB 31570;Wind turbine;65.49324169;25.36558001;670;FLG W;H24;204
EFINOB 31592;Wind turbine;61.63861152;21.65139726;670;FLG W;H24;204
EFINOB 31593;Wind turbine;61.64011821;21.64078588;670;FLG W;H24;204
EFINOB 31608;Wind turbine;61.63136347;21.66027128;670;FLG W;H24;204
EFINOB 31609;Wind turbine;61.63270009;21.65004342;670;FLG W;H24;204
EFINOB 31610;Wind turbine;61.63191152;21.67920641;670;FLG W;H24;204
EFINOB 31611;Wind turbine;61.63643095;21.68372302;670;FLG W;H24;204
EFINOB 31612;Wind turbine;61.62893113;21.68629988;670;FLG W;H24;204
EFINOB 31613;Wind turbine;61.63297011;21.69360717;670;FLG W;H24;204
EFINOB 31614;Wind turbine;61.63902307;21.67459161;670;FLG W;H24;204
EFINOB 31615;Wind turbine;61.64232978;21.65756571;670;FLG W;H24;204
EFINOB 31616;Wind turbine;61.62772381;21.67283173;670;FLG W;H24;204
EFINOB 31617;Wind turbine;61.63888645;21.66441971;670;FLG W;H24;204
EFINOB 31666;Wind turbine;61.72994015;25.78014715;644;F R;HN;196
EFINOB 31667;Wind turbine;61.73774633;25.77673508;644;F R;HN;196
EFINOB 31669;Wind turbine;61.72590416;25.77647542;644;F R;HN;196
EFINOB 31670;Wind turbine;61.73696919;25.78626083;644;F R;HN;196
EFINOB 31671;Wind turbine;61.72873693;25.77028851;644;F R;HN;196
EFINOB 31684;Wind turbine;62.11531338;21.54369105;689;FLG W;H24;210
EFINOB 31687;Wind turbine;62.10803258;21.55772049;689;F R;H24;210
EFINOB 31689;Wind turbine;62.11225401;21.57980527;689;F R;H24;210
EFINOB 31690;Wind turbine;62.11186548;21.59116518;689;F R;H24;210
EFINOB 31693;Wind turbine;62.10379643;21.56998286;689;F R;H24;210
EFINOB 31694;Wind turbine;62.10165477;21.58698796;689;F R;H24;210
EFINOB 31696;Wind turbine;62.10610101;21.61799323;689;FLG W;H24;210
EFINOB 31713;Wind turbine;62.04052016;21.55822141;689;F R;H24;210
EFINOB 31932;Wind turbine;65.50420874;25.34110394;655;FLG W;H24;200
EFINOB 31933;Wind turbine;65.50784437;25.33293607;655;FLG W;H24;200
EFINOB 31934;Wind turbine;65.51015986;25.32393625;655;FLG W;H24;200
EFINOB 31938;Wind turbine;65.50133409;25.3515288;655;FLG W;H24;200
EFINOB 31939;Wind turbine;65.49555677;25.34453962;655;FLG W;H24;200
EFINOB 32344;Wind turbine;65.51576995;25.32042893;655;FLG W;H24;200
EFINOB 32345;Wind turbine;65.51697556;25.33302584;655;FLG W;H24;200
EFINOB 32346;Wind turbine;65.4975976;25.35796402;655;FLG W;H24;200
EFINOB 32373;Wind turbine;62.45333987;21.66023472;486;FLG R;HN;148
EFINOB 32383;Wind turbine;62.59211063;22.95337418;355;FLG R;HN;108
EFINOB 32384;Wind turbine;62.72290199;22.37348375;420;F R;HN;128
EFINOB 32385;Wind turbine;62.72404985;22.37306448;420;F R;HN;128
EFINOB 32825;Wind turbine;64.55248044;24.718633;689;F R;HN;210
EFINOB 32826;Wind turbine;64.54852985;24.72862668;689;F R;HN;210
EFINOB 32827;Wind turbine;64.54530919;24.73659417;689;F R;HN;210
EFINOB 32828;Wind turbine;64.5416693;24.74419204;689;F R;HN;210
EFINOB 32829;Wind turbine;64.53722892;24.7480256;689;F R;HN;210
EFINOB 32830;Wind turbine;64.53311945;24.75172691;689;F R;HN;210
EFINOB 32831;Wind turbine;64.52825095;24.75574227;689;F R;HN;210
EFINOB 32842;Wind turbine;63.32191604;23.00443215;607;F R;HN;185
EFINOB 33124;Wind turbine;64.6582957;24.39079285;499;F R;H24;152
EFINOB 33125;Wind turbine;64.65369224;24.39139152;591;FLG W;H24;180
EFINOB 33135;Wind turbine;62.10399537;21.53700727;689;FLG W;H24;210
EFINOB 33206;Wind turbine;63.0413876;22.01749974;657;FLG W;H24;200
EFINOB 33207;Wind turbine;63.03771665;22.01566163;657;F R;H24;200
EFINOB 33208;Wind turbine;63.04034799;22.0017313;657;F R;H24;200
EFINOB 33209;Wind turbine;63.03293772;21.98303194;657;FLG W;H24;200
EFINOB 33210;Wind turbine;63.02721416;21.99180046;657;FLG W;H24;200
EFINOB 33211;Wind turbine;63.03016123;21.99199386;657;F R;H24;200
EFINOB 33212;Wind turbine;63.03322414;21.9987571;657;F R;H24;200
EFINOB 33213;Wind turbine;63.03595746;22.0048096;657;F R;H24;200
EFINOB 33214;Wind turbine;63.04653631;22.00934389;657;F R;H24;200
EFINOB 33215;Wind turbine;63.0496877;22.00557965;657;FLG W;H24;200
EFINOB 33216;Wind turbine;63.05088557;21.99545737;657;FLG W;H24;200
EFINOB 33217;Wind turbine;63.04769646;21.99007085;657;F R;H24;200
EFINOB 33218;Wind turbine;63.04320977;21.98330258;657;FLG W;H24;200
EFINOB 33219;Wind turbine;63.04258943;21.99483818;657;F R;H24;200
EFINOB 33220;Wind turbine;63.0232161;22.01697676;657;FLG W;H24;200
EFINOB 33221;Wind turbine;63.02776128;22.02299417;657;FLG W;H24;200
EFINOB 33287;Wind turbine;65.67351951;25.02187348;670;F R;HN;204
EFINOB 33288;Wind turbine;65.67109969;25.01274287;670;F R;HN;204
EFINOB 33289;Wind turbine;65.6757555;25.00344642;670;F R;HN;204
EFINOB 33290;Wind turbine;65.67346638;24.99003577;670;F R;HN;204
EFINOB 33323;Wind turbine;62.45870811;22.09611233;493;FLG R;HN;150
EFINOB 33606;Wind turbine;67.63896642;25.66504604;591;F R;HN;180
EFINOB 33607;Wind turbine;67.63972373;25.67580853;591;F R;HN;180
EFINOB 33608;Wind turbine;67.63984737;25.68580753;591;F R;HN;180
EFINOB 33609;Wind turbine;67.64122146;25.69457056;591;F R;HN;180
EFINOB 33610;Wind turbine;67.64173637;25.70396361;591;F R;HN;180
EFINOB 33611;Wind turbine;67.64189996;25.71337332;591;F R;HN;180
EFINOB 33612;Wind turbine;67.6425158;25.72214919;591;F R;HN;180
EFINOB 33613;Wind turbine;67.63454566;25.7574004;591;F R;HN;180
EFINOB 33614;Wind turbine;67.63326826;25.76802143;591;F R;HN;180
EFINOB 33615;Wind turbine;67.6324415;25.77865325;591;F R;HN;180
EFINOB 33616;Wind turbine;67.63286403;25.79179375;591;F R;HN;180
EFINOB 33617;Wind turbine;67.63409848;25.80190529;591;F R;HN;180
EFINOB 33618;Wind turbine;67.63304015;25.81038575;591;F R;HN;180
EFINOB 33619;Wind turbine;67.63562783;25.820872;591;F R;HN;180
EFINOB 33620;Wind turbine;67.63821654;25.83135767;591;F R;HN;180
EFINOB 33621;Wind turbine;67.64275616;25.83820404;591;F R;HN;180
EFINOB 33622;Wind turbine;67.64379406;25.85105905;591;F R;HN;180
EFINOB 33632;Wind turbine;67.36074123;26.21054051;657;F R;HN;200
EFINOB 33633;Wind turbine;67.36203857;26.19300795;657;F R;HN;200
EFINOB 33634;Wind turbine;67.36559284;26.23247871;657;F R;HN;200
EFINOB 33635;Wind turbine;67.34299627;26.25374259;657;F R;HN;200
EFINOB 33636;Wind turbine;67.34929486;26.2423452;657;F R;HN;200
EFINOB 33637;Wind turbine;67.35355805;26.20202238;657;F R;HN;200
EFINOB 33638;Wind turbine;67.35387267;26.22729471;657;F R;HN;200
EFINOB 33639;Wind turbine;67.35940499;26.23772532;657;F R;HN;200
EFINOB 33640;Wind turbine;67.33718274;26.24592211;657;F R;HN;200
EFINOB 33675;Wind turbine;63.79618814;25.33415436;657;F R;HN;200
EFINOB 33757;Wind turbine;64.35336578;24.08033009;655;F R;HN;200
EFINOB 33758;Wind turbine;64.36190687;24.0771663;655;F R;HN;200
EFINOB 33759;Wind turbine;64.35905242;24.08090553;655;F R;HN;200
EFINOB 33760;Wind turbine;64.36630061;24.03313253;655;F R;HN;200
EFINOB 33761;Wind turbine;64.36503301;24.04408508;655;F R;HN;200
EFINOB 33762;Wind turbine;64.36102364;24.04343692;655;F R;HN;200
EFINOB 33763;Wind turbine;64.3636199;24.05810082;655;F R;HN;200
EFINOB 33764;Wind turbine;64.36312287;24.06809484;655;F R;HN;200
EFINOB 33765;Wind turbine;64.35890092;24.0600784;655;F R;HN;200
EFINOB 33766;Wind turbine;64.35646784;24.06528971;655;F R;HN;200
EFINOB 33767;Wind turbine;64.35488559;24.07284129;655;F R;HN;200
EFINOB 33819;Wind turbine;60.45397628;23.04290221;689;FLG W;H24;210
EFINOB 33862;Wind turbine;61.74071544;25.79033054;644;F R;HN;196
EFINOB 33874;Wind turbine;65.39293006;25.28775116;411;FLG R;HN;125
EFINOB 33942;Wind turbine;64.35610673;24.49249433;657;F R;HN;200
EFINOB 33944;Wind turbine;64.35083616;24.46804129;657;F R;HN;200
EFINOB 33945;Wind turbine;64.3461091;24.49972159;657;F R;HN;200
EFINOB 33965;Wind turbine;64.54454728;24.694691;657;F R;HN;200
EFINOB 33966;Wind turbine;64.54041788;24.70223817;657;F R;HN;200
EFINOB 33967;Wind turbine;64.53644737;24.71018942;657;F R;HN;200
EFINOB 33968;Wind turbine;64.53814892;24.68264022;657;F R;HN;200
EFINOB 33969;Wind turbine;64.53392801;24.69371747;657;F R;HN;200
EFINOB 33970;Wind turbine;64.53040512;24.70121697;657;F R;HN;200
EFINOB 33972;Wind turbine;64.51392736;24.72735103;657;F R;HN;200
EFINOB 33973;Wind turbine;64.5133612;24.74792743;657;F R;HN;200
EFINOB 33974;Wind turbine;64.51851749;24.76037962;657;F R;HN;200
EFINOB 34364;Wind turbine;64.30658608;23.97885204;655;FLG R;H24;200
EFINOB 34365;Wind turbine;64.31610396;23.99176092;655;FLG R;H24;200
EFINOB 34366;Wind turbine;64.31100065;23.97526284;655;FLG R;H24;200
EFINOB 34367;Wind turbine;64.31421138;23.96948585;655;FLG R;H24;200
EFINOB 34368;Wind turbine;64.31307694;23.99717765;655;FLG R;H24;200
EFINOB 34369;Wind turbine;64.30983582;23.98811463;655;FLG R;H24;200
EFINOB 34370;Wind turbine;64.30891142;23.95879159;655;FLG R;H24;200
EFINOB 34371;Wind turbine;64.31259477;23.95591602;655;FLG R;H24;200
EFINOB 34372;Wind turbine;64.30319056;23.96964212;655;FLG R;H24;200
EFINOB 34373;Wind turbine;64.30609156;23.96413631;655;FLG R;H24;200
EFINOB 34374;Wind turbine;64.31679135;23.95769068;655;FLG R;H24;200
EFINOB 34724;Wind turbine;60.54400694;27.17592599;614;FLG R;HN;187
EFINOB 34725;Wind turbine;60.55052416;27.17402534;614;FLG R;HN;187
EFINOB 34780;Wind turbine;62.33855297;21.38660416;607;F R;HN;185
EFINOB 34781;Wind turbine;62.34474626;21.38837016;607;F R;HN;185
EFINOB 34782;Wind turbine;62.35081406;21.38914677;607;F R;HN;185
EFINOB 34783;Wind turbine;62.34966699;21.39990411;607;F R;HN;185
EFINOB 34784;Wind turbine;62.34505236;21.4038057;607;F R;HN;185
EFINOB 34939;Wind turbine;64.20656398;24.3504486;683;F R;HN;208
EFINOB 34940;Wind turbine;64.20724354;24.33623828;683;F R;HN;208
EFINOB 34941;Wind turbine;64.20964936;24.32393577;683;F R;HN;208
EFINOB 34942;Wind turbine;64.21177544;24.35077717;683;F R;HN;208
EFINOB 34943;Wind turbine;64.2152008;24.33828096;683;F R;HN;208
EFINOB 34944;Wind turbine;64.20665484;24.30370108;683;F R;HN;208
EFINOB 34945;Wind turbine;64.21805479;24.3225181;683;F R;HN;208
EFINOB 34946;Wind turbine;64.21173864;24.31365776;683;F R;HN;208
EFINOB 34947;Wind turbine;64.21048334;24.3624676;683;F R;HN;208
EFINOB 34949;Wind turbine;64.25053659;24.23125915;683;F R;H24;208
EFINOB 34950;Wind turbine;64.2462648;24.24921533;683;F R;HN;208
EFINOB 34951;Wind turbine;64.25530602;24.23726199;683;F R;HN;208
EFINOB 34952;Wind turbine;64.25021066;24.24407353;683;F R;H24;208
EFINOB 34972;Wind turbine;63.99988248;24.50104468;683;F R;HN;208
EFINOB 34973;Wind turbine;63.99533407;24.50661462;683;F R;HN;208
EFINOB 34974;Wind turbine;64.00217541;24.51902701;683;F R;H24;208
EFINOB 34975;Wind turbine;64.0012725;24.53366274;683;F R;H24;208
EFINOB 34976;Wind turbine;64.0004474;24.54508302;683;F R;HN;208
EFINOB 34977;Wind turbine;63.9948319;24.5597217;683;F R;H24;208
EFINOB 34978;Wind turbine;63.98777649;24.56315229;683;F R;HN;208
EFINOB 34979;Wind turbine;63.99535064;24.52896038;683;F R;H24;208
EFINOB 34980;Wind turbine;63.98311053;24.56935539;683;F R;HN;208
EFINOB 35053;Wind turbine;64.74061875;28.71777714;755;F R;HN;230
EFINOB 35055;Wind turbine;64.71969219;28.93191589;755;F R;HN;230
EFINOB 35081;Wind turbine;62.53627029;22.97373108;657;FLG W;H24;200
EFINOB 35082;Wind turbine;62.54015419;22.96814495;657;FLG W;H24;200
EFINOB 35116;Wind turbine;64.31386016;23.98255159;655;FLG R;H24;200
EFINOB 35168;Wind turbine;64.27327197;24.04582001;676;F R;HN;206
EFINOB 35169;Wind turbine;64.262895;24.02850413;676;F R;HN;206
EFINOB 35170;Wind turbine;64.26244257;24.0469353;676;F R;HN;206
EFINOB 35171;Wind turbine;64.26851441;24.06133502;676;F R;HN;206
EFINOB 35172;Wind turbine;64.26177956;24.0622;676;F R;HN;206
EFINOB 35173;Wind turbine;64.25763833;24.0688424;676;F R;HN;206
EFINOB 35174;Wind turbine;64.25420535;24.07614933;676;F R;HN;206
EFINOB 35175;Wind turbine;64.25001552;24.08297404;676;F R;HN;206
EFINOB 35177;Wind turbine;64.25348998;24.10605002;676;F R;HN;206
EFINOB 35178;Wind turbine;64.25139144;24.097339;676;F R;HN;206
EFINOB 35179;Wind turbine;64.25712237;24.09231377;676;F R;HN;206
EFINOB 35180;Wind turbine;64.26292541;24.07491303;676;F R;HN;206
EFINOB 35181;Wind turbine;64.26783789;24.07774203;676;F R;HN;206
EFINOB 35183;Wind turbine;64.26234095;24.09064963;676;F R;HN;206
EFINOB 35185;Wind turbine;64.27284104;24.09183612;676;F R;HN;206
EFINOB 35187;Wind turbine;64.27263753;24.07085185;676;F R;HN;206
EFINOB 35190;Wind turbine;64.28730119;24.01333199;676;F R;HN;206
EFINOB 35191;Wind turbine;64.28495196;24.02792929;676;F R;HN;206
EFINOB 35192;Wind turbine;64.27914735;24.03087385;676;F R;HN;206
EFINOB 35193;Wind turbine;64.26705343;24.04664847;676;F R;HN;206
EFINOB 35194;Wind turbine;64.27586275;24.02208878;676;F R;HN;206
EFINOB 35195;Wind turbine;64.26905547;24.02682937;676;F R;HN;206
EFINOB 35214;Wind turbine;61.83407583;21.69758694;676;F R;HN;206
EFINOB 35215;Wind turbine;61.83108408;21.71346018;676;F R;HN;206
EFINOB 35216;Wind turbine;61.83885561;21.71436839;676;F R;HN;206
EFINOB 35217;Wind turbine;61.83969143;21.69872747;676;F R;HN;206
EFINOB 35218;Wind turbine;61.84595859;21.70093671;676;F R;HN;206
EFINOB 35219;Wind turbine;61.84982785;21.71049367;676;F R;HN;206
EFINOB 35220;Wind turbine;61.85821273;21.7043184;676;F R;HN;206
EFINOB 35221;Wind turbine;61.85250475;21.70058445;676;F R;HN;206
EFINOB 35351;Wind turbine;61.59820025;21.51582498;575;F R;HN;175
EFINOB 35353;Wind turbine;61.60240078;21.51339007;575;F R;HN;175
EFINOB 35399;Wind turbine;65.77969579;24.18630247;575;F R;HN;175
EFINOB 35400;Wind turbine;65.77700084;24.16046739;575;F R;HN;175
EFINOB 35429;Wind turbine;64.25303736;24.2187777;683;F R;HN;208
EFINOB 35430;Wind turbine;64.24708733;24.21720252;683;F R;HN;208
EFINOB 35451;Wind turbine;64.51785274;24.71783179;657;F R;HN;200
EFINOB 35484;Wind turbine;64.78721771;24.90059246;617;NIL;NIL;188
EFINOB 35571;Wind turbine;62.41976669;21.95234441;607;FLG R;HN;185
EFINOB 35572;Wind turbine;62.41622783;21.94557001;607;FLG R;HN;185
EFINOB 35573;Wind turbine;62.41132027;21.94197693;607;FLG R;H24;185
EFINOB 35574;Wind turbine;62.40689361;21.93578241;607;FLG W;H24;185
EFINOB 35575;Wind turbine;62.40422807;21.94435912;607;FLG W;H24;185
EFINOB 35576;Wind turbine;62.41284251;22.01977398;607;FLG W;H24;185
EFINOB 35577;Wind turbine;62.4075059;22.02473506;607;FLG R;H24;185
EFINOB 35578;Wind turbine;62.40434113;22.01599259;607;FLG R;H24;185
EFINOB 35579;Wind turbine;62.39984309;22.01522947;607;FLG R;H24;185
EFINOB 35580;Wind turbine;61.60825305;21.51658723;427;FLG R;H24;130
EFINOB 35631;Wind turbine;62.08775581;22.5577509;688;F R;HN;210
EFINOB 35632;Wind turbine;62.08989771;22.57070683;688;F R;HN;210
EFINOB 35633;Wind turbine;62.09447614;22.5594544;688;F R;H24;210
EFINOB 35634;Wind turbine;62.09562792;22.57266908;688;F R;H24;210
EFINOB 35636;Wind turbine;62.10080258;22.57146249;688;F R;H24;210
EFINOB 35637;Wind turbine;62.10154823;22.58398888;688;F R;HN;210
EFINOB 35675;Wind turbine;60.46106442;23.04822965;670;F R;HN;204
EFINOB 35676;Wind turbine;60.46421778;23.05058806;670;F R;HN;204
EFINOB 35686;Wind turbine;62.59871092;23.09270279;611;F R;H24;186
EFINOB 35688;Wind turbine;62.59772146;23.08191198;611;F R;H24;186
EFINOB 35697;Wind turbine;64.80448179;24.89885639;607;F R;H24;185
EFINOB 35698;Wind turbine;64.79640069;24.90743298;596;F R;H24;182
EFINOB 35699;Wind turbine;64.79190476;24.91647202;607;F R;H24;185
EFINOB 35700;Wind turbine;64.78799671;24.92715022;609;F R;H24;186
EFINOB 35701;Wind turbine;64.78721944;24.90058472;596;F R;H24;182
EFINOB 35702;Wind turbine;64.78450098;24.90935993;607;F R;H24;185
EFINOB 35703;Wind turbine;64.78172349;24.92123311;609;F R;H24;186
EFINOB 35704;Wind turbine;64.77574784;24.91249905;609;FLG W;H24;186
EFINOB 35733;Wind turbine;64.80895036;24.89224671;597;FLG W;H24;182
EFINOB 35739;Wind turbine;62.10408507;22.56273892;688;F R;HN;210
EFINOB 35740;Wind turbine;62.1058893;22.57707732;688;F R;HN;210
